AccountID,Account_Age,Seats,Paid_status,boards_last_30_days,projects_last_30_days,DAU_avg_last_30_days,integrations_count,Integrations_names,Templates_last_30_days
6928853,35,2,Paying,52,11,1,3,"Jira, Slack, Zapier",18
6665227,46,16,Paying,69,68,10,4,"Slack, Zapier, MS Team, Azure Cards",21
8000512,101,9,Churned,50,7,6,4,"Google, Jira, Slack, Dropbox",6
3113466,122,51,Paying,122,14,40,0,,21
2285589,54,57,Churned,0,0,30,0,,37
3481558,78,39,Paying,78,4,29,4,"Google, Jira, Slack, Dropbox",46
1676121,10,56,Churned,10,1,29,2,"MS Team, Azure Cards",29
6332256,45,14,Paying,22,16,14,4,"Slack, Zapier, MS Team, Azure Cards",28
3284855,126,33,Paying,315,24,27,2,"Jira, Slack",84
1138612,161,75,Churned,241,51,31,0,,72
4079606,84,45,Paying,42,38,33,5,"Jira, Google, Slack, Zapier, Dropbox",96
2873486,137,49,Paying,68,4,40,5,"Jira, Google, Slack, Zapier, Dropbox",17
4841985,265,1,Churned,265,85,1,3,"MS Team, Azure Cards, Dropbox",70
4878547,31,67,Churned,46,22,26,1,Slack,74
4942301,159,37,Paying,238,88,31,4,"Slack, Zapier, MS Team, Azure Cards",23
1524142,123,2,Churned,0,0,1,1,Zapier,48
6082591,82,5,Paying,82,60,2,3,"Jira, Slack, Zapier",10
3100804,158,54,Churned,0,0,33,5,"Jira, Google, Slack, Zapier, Dropbox",14
2774422,125,60,Paying,187,14,49,2,"Jira, Slack",67
7214016,155,19,Churned,77,60,13,3,"MS Team, Azure Cards, Dropbox",19
2043364,188,0,Churned,188,33,0,3,"Dropbox, Slack, Google",65
6451344,185,21,Paying,462,29,17,2,"Jira, Slack",25
1056159,31,70,Churned,31,19,35,1,Google,17
7651353,161,56,Paying,402,166,45,3,"MS Team, Azure Cards, Dropbox",91
6441069,91,46,Paying,227,89,33,1,Dropbox,73
2008900,314,72,Churned,157,9,26,2,"Jira, Zapier",75
4279638,36,68,Churned,0,0,33,1,Dropbox,63
8851460,161,58,Churned,161,10,35,2,"Jira, Zapier",48
6949020,142,16,Churned,213,16,9,2,"MS Team, Azure Cards",83
8268673,51,67,Churned,25,5,29,0,,47
5026195,91,54,Paying,136,130,43,2,"Jira, Zapier",3
2899968,186,18,Churned,93,7,1,0,,78
7293488,120,72,Churned,60,49,37,4,"Google, Jira, Slack, Dropbox",67
8005337,377,65,Churned,377,172,34,3,"Jira, Slack, Zapier",24
8220120,15,1,Paying,30,16,1,0,,33
7132428,105,2,Paying,157,143,2,1,Slack,41
8861645,27,74,Churned,27,6,35,3,"MS Team, Azure Cards, Dropbox",41
1145107,167,7,Churned,250,82,1,0,,94
5763171,144,12,Churned,72,39,1,4,"Google, Jira, Slack, Dropbox",30
1264544,95,58,Churned,0,0,34,5,"Google, Slack, Zapier, Azure Cards, MS Team",33
3094809,127,51,Churned,63,60,23,1,Azure Cards,60
1560049,26,2,Paying,65,7,0,2,"MS Team, Azure Cards",38
4930065,266,56,Churned,399,215,26,0,,78
1702749,72,65,Churned,72,51,32,4,"Google, Jira, Slack, Dropbox",88
8105583,35,6,Churned,52,26,6,3,"Dropbox, Slack, Google",78
8768230,297,12,Churned,148,1,6,2,"MS Team, Azure Cards",15
8489039,207,52,Paying,207,103,41,4,"Slack, Zapier, MS Team, Azure Cards",91
7545605,60,12,Paying,120,32,7,1,Jira,43
1500958,137,52,Churned,68,47,35,2,"MS Team, Azure Cards",87
6711183,152,50,Churned,76,69,27,5,"Google, Slack, Zapier, Azure Cards, MS Team",66
7566707,36,23,Paying,90,58,17,1,Dropbox,91
3619644,56,11,Churned,0,0,5,4,"Slack, Zapier, MS Team, Azure Cards",31
5026554,62,23,Paying,31,3,20,2,"Jira, Slack",96
2246335,18,38,Paying,18,7,30,4,"Google, Jira, Slack, Dropbox",44
8734542,218,50,Churned,0,0,16,1,Azure Cards,20
7106535,167,63,Churned,167,86,28,3,"Dropbox, Slack, Google",60
4987344,328,3,Churned,328,202,3,4,"Slack, Zapier, MS Team, Azure Cards",42
6472016,98,52,Paying,245,240,42,3,"MS Team, Azure Cards, Dropbox",99
8438062,8,26,Paying,20,18,22,3,"Dropbox, Slack, Google",91
7529166,90,49,Paying,90,49,37,2,"Jira, Slack",73
6764791,127,7,Churned,127,22,7,3,"MS Team, Azure Cards, Dropbox",34
4620490,17,60,Churned,0,0,30,2,"MS Team, Azure Cards",4
8997315,230,34,Paying,115,45,27,3,"Jira, Slack, Zapier",1
5739132,34,22,Paying,51,41,20,0,,24
2284818,14,30,Churned,7,5,5,5,"Google, Slack, Zapier, Azure Cards, MS Team",94
3956263,122,59,Churned,0,0,29,3,"Dropbox, Slack, Google",78
1877127,42,51,Paying,21,16,45,3,"Jira, Slack, Zapier",8
7680216,25,3,Churned,12,10,3,0,,42
6447212,259,64,Churned,388,302,42,0,,83
5565285,165,31,Paying,330,78,23,2,"Jira, Slack",20
6269703,74,73,Churned,0,0,38,3,"Dropbox, Slack, Google",52
3294889,9,44,Paying,18,2,36,0,,30
8244705,247,41,Paying,247,9,32,0,,82
4593013,2,55,Churned,1,0,26,0,,37
5998822,25,5,Churned,12,4,5,1,Google,15
1607725,56,37,Paying,84,75,31,4,"Slack, Zapier, MS Team, Azure Cards",38
1458518,215,14,Churned,107,57,10,2,"Jira, Zapier",51
4291469,21,56,Paying,52,51,45,1,Azure Cards,38
5996795,7,26,Paying,17,13,19,2,"MS Team, Azure Cards",31
6706483,95,32,Paying,47,8,24,0,,99
2682366,1,55,Churned,1,0,23,0,,37
8154911,59,28,Paying,59,30,22,3,"MS Team, Azure Cards, Dropbox",41
7744028,183,14,Paying,366,36,12,5,"Google, Slack, Zapier, Azure Cards, MS Team",21
2624165,91,9,Churned,136,81,4,0,,35
6250084,11,33,Churned,0,0,19,5,"Jira, Google, Slack, Zapier, Dropbox",12
2773513,134,29,Paying,268,243,23,4,"Slack, Zapier, MS Team, Azure Cards",63
7192339,115,74,Churned,172,4,40,0,,27
8390282,2,56,Churned,1,0,30,4,"Google, Jira, Slack, Dropbox",84
8417609,52,7,Paying,130,84,7,1,Dropbox,37
3630722,18,27,Paying,45,8,19,1,Dropbox,36
4323757,15,22,Churned,22,16,9,1,MS Team,23
4429276,144,5,Churned,72,70,5,3,"MS Team, Azure Cards, Dropbox",14
2933375,80,63,Churned,0,0,35,0,,39
8929045,274,50,Paying,548,462,37,1,Slack,0
8103387,44,54,Churned,66,42,24,0,,66
8872978,137,63,Churned,137,108,32,1,Slack,51
2290107,149,54,Paying,298,149,44,4,"Slack, Zapier, MS Team, Azure Cards",53
7949337,20,25,Paying,10,8,21,2,"MS Team, Azure Cards",14
3744542,149,51,Churned,223,127,29,0,,48
8603098,36,69,Churned,0,0,30,4,"Slack, Zapier, MS Team, Azure Cards",39
3749058,48,47,Paying,120,79,39,4,"Google, Jira, Slack, Dropbox",97
5385497,27,9,Churned,40,27,0,1,Zapier,85
2939742,27,61,Churned,40,36,37,2,"MS Team, Azure Cards",25
4585014,138,55,Paying,69,41,42,4,"Google, Jira, Slack, Dropbox",25
4285525,7,22,Paying,10,3,17,0,,10
2481777,10,52,Churned,0,0,27,2,"MS Team, Azure Cards",25
4245282,55,67,Churned,27,9,24,5,"Google, Slack, Zapier, Azure Cards, MS Team",5
8965115,32,21,Paying,32,16,13,0,,86
1535118,128,3,Paying,128,107,3,1,Google,10
6789412,49,50,Paying,24,0,37,4,"Google, Jira, Slack, Dropbox",92
1710925,33,73,Churned,0,0,33,4,"Google, Jira, Slack, Dropbox",64
7699844,95,59,Churned,95,86,32,3,"Jira, Slack, Zapier",12
1868465,75,65,Churned,112,83,39,3,"MS Team, Azure Cards, Dropbox",91
6091154,11,52,Paying,11,10,40,4,"Slack, Zapier, MS Team, Azure Cards",93
6406413,170,47,Paying,340,303,39,4,"Google, Jira, Slack, Dropbox",84
2950537,3,37,Paying,6,5,28,2,"Jira, Zapier",88
2149359,147,9,Paying,367,225,9,4,"Google, Jira, Slack, Dropbox",85
4199854,74,40,Paying,37,36,32,3,"Dropbox, Slack, Google",97
5536898,21,42,Paying,42,4,35,2,"MS Team, Azure Cards",21
3386092,112,5,Churned,0,0,2,5,"Google, Slack, Zapier, Azure Cards, MS Team",67
8090707,28,44,Paying,28,10,35,4,"Slack, Zapier, MS Team, Azure Cards",5
8134164,32,3,Paying,48,17,1,2,"Jira, Slack",54
1573684,160,42,Paying,240,64,30,5,"Google, Slack, Zapier, Azure Cards, MS Team",93
3884019,122,67,Churned,183,165,41,1,Slack,77
5436993,144,26,Paying,360,195,17,1,Dropbox,10
6395102,194,62,Churned,97,16,33,1,Jira,25
3733600,34,57,Paying,68,55,45,1,Zapier,92
1184916,236,51,Churned,118,84,32,5,"Jira, Google, Slack, Zapier, Dropbox",52
5646417,9,41,Paying,9,1,32,2,"Jira, Slack",100
4101003,40,70,Churned,40,20,32,1,Dropbox,70
6328817,18,54,Paying,45,33,42,2,"Jira, Slack",98
2220045,76,70,Churned,38,36,43,4,"Slack, Zapier, MS Team, Azure Cards",82
5707920,42,48,Paying,63,55,41,1,MS Team,77
7199521,172,39,Paying,86,45,30,2,"Jira, Zapier",96
5271879,21,26,Paying,42,9,15,0,,58
3859462,43,4,Churned,0,0,4,5,"Jira, Google, Slack, Zapier, Dropbox",98
3605750,28,36,Paying,14,0,27,0,,45
7531493,147,18,Paying,367,71,15,0,,25
1238564,80,59,Churned,40,17,32,0,,96
4757601,64,9,Paying,64,31,5,4,"Slack, Zapier, MS Team, Azure Cards",86
5432224,114,22,Paying,114,96,17,0,,89
6841271,243,16,Churned,364,12,16,1,Slack,59
4800844,74,49,Paying,111,100,40,3,"MS Team, Azure Cards, Dropbox",9
8061757,74,40,Paying,37,12,32,5,"Jira, Google, Slack, Zapier, Dropbox",58
1001950,52,12,Paying,52,28,8,1,Azure Cards,47
5518420,89,30,Paying,89,82,25,2,"Jira, Zapier",27
7751079,37,27,Churned,0,0,12,1,Zapier,54
7394545,336,16,Churned,504,125,5,5,"Google, Slack, Zapier, Azure Cards, MS Team",40
6359660,128,54,Churned,64,55,22,2,"Jira, Slack",37
7725177,57,27,Paying,142,105,22,4,"Slack, Zapier, MS Team, Azure Cards",70
1064693,12,50,Churned,18,9,33,1,Slack,2
1530797,177,58,Paying,177,96,46,0,,53
8932605,47,10,Churned,23,14,5,5,"Google, Slack, Zapier, Azure Cards, MS Team",53
5145830,147,8,Paying,294,250,3,4,"Google, Jira, Slack, Dropbox",14
1824015,155,18,Churned,155,118,6,3,"Dropbox, Slack, Google",94
1213797,50,7,Churned,75,63,3,2,"Jira, Slack",60
5903871,46,46,Paying,69,23,33,4,"Slack, Zapier, MS Team, Azure Cards",70
4162747,149,60,Churned,0,0,28,5,"Jira, Google, Slack, Zapier, Dropbox",87
8249239,169,53,Churned,169,136,34,1,Google,64
5076590,61,26,Paying,30,2,18,1,Google,88
3035738,25,54,Churned,12,6,26,2,"Jira, Zapier",1
4150612,74,55,Churned,0,0,19,0,,22
6739510,87,17,Churned,0,0,2,0,,24
1420068,40,58,Paying,20,3,46,2,"Jira, Zapier",21
1639190,135,9,Paying,202,134,9,5,"Google, Slack, Zapier, Azure Cards, MS Team",42
3714417,126,12,Paying,189,61,7,3,"MS Team, Azure Cards, Dropbox",53
2989993,88,74,Churned,132,102,33,4,"Slack, Zapier, MS Team, Azure Cards",64
7760926,72,9,Churned,0,0,9,1,Jira,4
8379648,8,35,Paying,12,11,27,0,,21
8251355,79,50,Paying,79,61,39,3,"Jira, Slack, Zapier",40
6733831,68,7,Churned,34,26,4,5,"Jira, Google, Slack, Zapier, Dropbox",52
3425564,43,51,Paying,21,0,40,3,"Jira, Slack, Zapier",90
3447337,21,73,Churned,31,14,31,3,"Jira, Slack, Zapier",22
5820547,90,33,Paying,90,5,26,5,"Jira, Google, Slack, Zapier, Dropbox",55
1058120,59,24,Paying,59,20,18,0,,1
1845966,42,0,Churned,42,34,0,1,Azure Cards,36
4217896,18,16,Churned,27,19,15,4,"Google, Jira, Slack, Dropbox",78
1883006,44,33,Paying,88,1,29,5,"Jira, Google, Slack, Zapier, Dropbox",91
7122481,101,21,Paying,50,14,17,1,Dropbox,80
4503595,141,43,Paying,141,58,36,0,,14
7137990,64,23,Paying,96,46,20,5,"Jira, Google, Slack, Zapier, Dropbox",93
5477917,34,12,Paying,68,42,12,0,,15
8229784,28,50,Churned,42,23,23,0,,99
4413376,83,49,Paying,41,3,38,4,"Google, Jira, Slack, Dropbox",28
8942477,46,24,Churned,23,14,4,1,Azure Cards,64
1799926,80,5,Paying,40,27,3,2,"Jira, Slack",0
4445971,136,55,Churned,136,124,30,5,"Jira, Google, Slack, Zapier, Dropbox",65
1831251,229,13,Churned,0,0,6,4,"Google, Jira, Slack, Dropbox",35
8041536,36,42,Paying,90,48,33,5,"Jira, Google, Slack, Zapier, Dropbox",92
7079950,44,51,Churned,66,2,18,4,"Slack, Zapier, MS Team, Azure Cards",65
2864846,68,1,Paying,102,98,0,3,"MS Team, Azure Cards, Dropbox",9
7872941,115,9,Paying,230,82,5,1,Google,32
1848217,28,16,Churned,0,0,10,3,"Dropbox, Slack, Google",37
1830118,131,15,Churned,0,0,8,5,"Jira, Google, Slack, Zapier, Dropbox",77
6051806,10,3,Churned,0,0,3,2,"MS Team, Azure Cards",56
5282910,116,30,Churned,174,159,22,2,"Jira, Zapier",5
1541345,111,16,Churned,111,75,16,2,"MS Team, Azure Cards",18
3191994,48,20,Paying,120,48,17,3,"Dropbox, Slack, Google",60
3471232,17,0,Churned,17,2,0,0,,9
4311415,114,27,Churned,0,0,12,2,"Jira, Zapier",49
7269708,82,27,Paying,82,44,21,1,MS Team,59
8058034,6,37,Paying,9,8,30,1,Jira,40
2706826,149,69,Churned,149,124,36,0,,69
6493151,77,18,Churned,115,107,8,2,"Jira, Slack",12
7838512,134,33,Paying,134,69,26,1,MS Team,44
2445856,110,58,Churned,55,45,18,4,"Google, Jira, Slack, Dropbox",8
7444735,75,34,Paying,112,84,26,5,"Google, Slack, Zapier, Azure Cards, MS Team",96
4119418,8,27,Paying,4,2,22,1,Dropbox,52
4073671,59,2,Paying,29,5,1,5,"Google, Slack, Zapier, Azure Cards, MS Team",28
2228481,174,17,Paying,348,26,13,0,,26
7720052,23,14,Churned,0,0,3,2,"MS Team, Azure Cards",60
5289681,65,55,Paying,162,111,43,1,Slack,64
1510699,60,28,Paying,90,78,21,1,Google,65
4439648,19,38,Paying,38,7,26,5,"Jira, Google, Slack, Zapier, Dropbox",36
2344271,8,0,Churned,12,8,0,1,Jira,62
1550154,278,17,Paying,556,112,12,1,Zapier,3
4592940,119,45,Paying,238,95,35,2,"MS Team, Azure Cards",14
4900049,126,7,Churned,0,0,7,2,"Jira, Slack",82
4731754,141,20,Paying,70,1,15,4,"Google, Jira, Slack, Dropbox",40
5037469,375,3,Churned,0,0,0,0,,29
2390655,16,1,Churned,0,0,1,0,,41
6839457,174,5,Paying,87,53,0,5,"Jira, Google, Slack, Zapier, Dropbox",1
2605365,196,63,Churned,294,56,25,2,"Jira, Slack",2
5078745,309,3,Churned,309,111,3,2,"Jira, Slack",21
2356789,31,0,Churned,31,27,0,2,"Jira, Zapier",15
4572143,264,73,Churned,396,368,29,0,,40
8701129,200,24,Paying,400,225,19,4,"Slack, Zapier, MS Team, Azure Cards",34
4521715,3,2,Churned,1,0,2,3,"Dropbox, Slack, Google",98
5299989,70,74,Churned,70,6,37,3,"Dropbox, Slack, Google",20
2464379,6,34,Paying,15,14,28,1,Zapier,66
6316663,208,25,Paying,208,116,23,3,"MS Team, Azure Cards, Dropbox",88
5953803,119,43,Paying,59,44,35,3,"Dropbox, Slack, Google",34
7770476,155,54,Paying,310,261,46,4,"Slack, Zapier, MS Team, Azure Cards",79
8361943,140,46,Paying,210,181,36,3,"MS Team, Azure Cards, Dropbox",90
6945467,14,53,Churned,21,16,20,5,"Jira, Google, Slack, Zapier, Dropbox",85
3298519,14,12,Paying,35,10,5,0,,47
8185550,213,8,Paying,532,232,8,0,,72
8496131,36,7,Paying,18,5,1,4,"Google, Jira, Slack, Dropbox",90
8240578,32,57,Paying,16,13,46,3,"Dropbox, Slack, Google",53
6309125,18,65,Churned,27,0,33,1,Dropbox,59
7733010,60,11,Paying,150,29,11,3,"MS Team, Azure Cards, Dropbox",41
6496319,294,50,Paying,588,66,40,0,,22
7603362,35,73,Churned,35,6,39,4,"Google, Jira, Slack, Dropbox",28
3158573,42,67,Churned,0,0,24,2,"MS Team, Azure Cards",37
4118606,32,63,Churned,0,0,31,4,"Google, Jira, Slack, Dropbox",35
1209045,48,55,Paying,48,41,44,5,"Jira, Google, Slack, Zapier, Dropbox",4
3583123,307,32,Churned,153,119,25,3,"Jira, Slack, Zapier",17
7371505,55,6,Churned,27,11,6,0,,19
3391016,47,57,Paying,23,6,45,0,,6
2670655,58,13,Churned,58,39,5,2,"Jira, Zapier",16
1887802,51,64,Churned,0,0,32,3,"Jira, Slack, Zapier",81
4614932,147,4,Churned,220,98,2,5,"Jira, Google, Slack, Zapier, Dropbox",74
1011270,146,8,Paying,146,54,5,5,"Jira, Google, Slack, Zapier, Dropbox",10
7728914,141,71,Churned,70,34,31,5,"Google, Slack, Zapier, Azure Cards, MS Team",100
4737743,39,37,Paying,19,4,29,2,"Jira, Zapier",11
1936290,325,7,Churned,325,40,3,2,"MS Team, Azure Cards",78
1373300,218,6,Churned,327,117,5,3,"Dropbox, Slack, Google",13
2552369,66,33,Paying,99,77,28,5,"Google, Slack, Zapier, Azure Cards, MS Team",53
7158978,74,45,Paying,111,106,32,4,"Google, Jira, Slack, Dropbox",29
5023239,176,2,Paying,264,205,0,0,,9
4506694,117,73,Churned,117,9,39,3,"MS Team, Azure Cards, Dropbox",91
5552217,47,8,Churned,70,19,2,5,"Jira, Google, Slack, Zapier, Dropbox",33
4739186,41,16,Churned,61,45,2,1,Slack,32
7251878,110,54,Paying,220,8,49,4,"Slack, Zapier, MS Team, Azure Cards",86
8910149,10,58,Churned,0,0,32,0,,15
6067556,83,1,Churned,124,1,1,3,"Dropbox, Slack, Google",16
4748443,8,2,Churned,12,7,2,4,"Google, Jira, Slack, Dropbox",95
4028495,143,61,Churned,214,13,39,3,"MS Team, Azure Cards, Dropbox",54
8161806,42,65,Churned,0,0,25,4,"Slack, Zapier, MS Team, Azure Cards",34
5721293,81,65,Churned,121,11,29,5,"Jira, Google, Slack, Zapier, Dropbox",85
2976566,11,31,Paying,22,6,23,0,,12
5464296,29,50,Paying,29,7,44,0,,84
7641871,143,6,Paying,357,215,4,1,Dropbox,91
3025913,232,48,Paying,580,157,39,3,"MS Team, Azure Cards, Dropbox",39
4303346,60,72,Churned,60,15,35,5,"Google, Slack, Zapier, Azure Cards, MS Team",8
6681512,230,35,Paying,115,90,26,0,,89
1533405,18,39,Paying,9,6,32,1,MS Team,96
3819002,263,63,Churned,394,88,25,2,"Jira, Zapier",78
2685215,193,70,Churned,0,0,32,5,"Google, Slack, Zapier, Azure Cards, MS Team",27
6737204,21,1,Churned,31,12,1,4,"Slack, Zapier, MS Team, Azure Cards",94
6757630,115,53,Paying,287,101,42,0,,80
6291652,6,6,Paying,15,12,4,4,"Slack, Zapier, MS Team, Azure Cards",27
2757336,50,3,Churned,75,26,2,1,Dropbox,42
3059057,221,51,Paying,110,60,42,2,"Jira, Slack",94
2584132,108,27,Paying,54,53,17,5,"Google, Slack, Zapier, Azure Cards, MS Team",79
7373830,278,35,Paying,695,283,29,0,,26
6926940,303,75,Churned,0,0,38,0,,26
6921397,5,65,Churned,2,0,23,3,"Jira, Slack, Zapier",28
6821592,225,38,Paying,225,7,30,3,"Dropbox, Slack, Google",60
5185244,71,4,Churned,71,28,4,3,"Jira, Slack, Zapier",54
1678867,164,11,Paying,246,210,8,3,"Dropbox, Slack, Google",94
2788193,133,57,Paying,133,60,48,3,"MS Team, Azure Cards, Dropbox",73
2348790,67,9,Paying,33,13,8,1,Azure Cards,70
3551822,60,14,Churned,0,0,8,5,"Google, Slack, Zapier, Azure Cards, MS Team",63
6363932,116,65,Churned,174,79,26,5,"Jira, Google, Slack, Zapier, Dropbox",70
6416681,20,6,Paying,20,6,5,0,,38
3133601,41,56,Paying,82,34,44,3,"MS Team, Azure Cards, Dropbox",95
4739103,96,73,Churned,48,10,31,0,,53
1336476,20,16,Paying,10,5,12,4,"Slack, Zapier, MS Team, Azure Cards",39
4466945,3,10,Paying,3,0,8,2,"Jira, Slack",78
7606230,32,45,Paying,32,29,33,1,MS Team,53
7599137,45,72,Churned,45,35,35,3,"Dropbox, Slack, Google",72
4380136,106,12,Churned,53,17,4,3,"MS Team, Azure Cards, Dropbox",32
2076913,2,55,Paying,1,0,43,0,,90
6319408,100,9,Paying,100,83,7,3,"Jira, Slack, Zapier",16
3633692,23,55,Churned,23,4,31,2,"MS Team, Azure Cards",68
4982746,30,47,Paying,45,5,36,2,"Jira, Zapier",71
5078581,124,69,Churned,0,0,45,0,,52
1368668,33,13,Churned,33,23,4,2,"MS Team, Azure Cards",69
7671852,38,70,Churned,57,38,27,4,"Google, Jira, Slack, Dropbox",20
3477801,35,50,Churned,17,14,26,5,"Jira, Google, Slack, Zapier, Dropbox",38
1393446,89,6,Churned,44,16,0,2,"MS Team, Azure Cards",21
8332297,85,53,Paying,42,9,41,2,"Jira, Slack",37
1688914,52,4,Churned,0,0,4,4,"Google, Jira, Slack, Dropbox",98
8483920,103,10,Churned,103,4,2,3,"MS Team, Azure Cards, Dropbox",65
7140703,166,13,Paying,332,271,8,2,"Jira, Zapier",98
4367935,18,46,Paying,9,3,35,4,"Slack, Zapier, MS Team, Azure Cards",6
7588575,51,2,Paying,102,60,2,1,Azure Cards,3
2818196,206,73,Churned,103,60,35,1,Azure Cards,72
2000021,9,8,Paying,9,3,8,4,"Slack, Zapier, MS Team, Azure Cards",48
1327314,150,25,Churned,150,27,6,4,"Google, Jira, Slack, Dropbox",20
3755990,179,5,Churned,0,0,3,2,"MS Team, Azure Cards",53
5401821,44,31,Paying,110,40,21,2,"Jira, Zapier",50
7268663,115,56,Paying,287,169,43,5,"Google, Slack, Zapier, Azure Cards, MS Team",11
7092047,84,16,Paying,168,93,14,4,"Google, Jira, Slack, Dropbox",42
3244183,244,51,Churned,366,257,24,4,"Google, Jira, Slack, Dropbox",79
8114736,11,24,Paying,22,9,18,3,"MS Team, Azure Cards, Dropbox",73
7804277,37,34,Paying,37,18,25,0,,61
4452361,49,13,Churned,49,30,5,5,"Jira, Google, Slack, Zapier, Dropbox",16
7018248,301,22,Churned,451,3,11,0,,36
8365993,42,20,Paying,21,17,15,1,Azure Cards,31
1977001,31,71,Churned,0,0,34,2,"MS Team, Azure Cards",59
5891606,47,4,Churned,23,21,4,0,,4
2623187,103,10,Paying,154,91,10,0,,70
1579554,90,12,Churned,90,68,6,0,,45
8379439,70,6,Paying,35,28,4,1,Slack,24
2200414,25,4,Churned,12,10,4,3,"Jira, Slack, Zapier",78
7121484,104,45,Paying,156,103,34,0,,82
2939629,44,35,Paying,44,26,27,4,"Google, Jira, Slack, Dropbox",86
5134459,155,60,Paying,387,195,49,2,"Jira, Zapier",68
6643951,50,17,Churned,50,4,4,2,"Jira, Slack",91
7333872,8,1,Churned,12,5,1,0,,14
6179342,312,13,Churned,156,135,5,2,"MS Team, Azure Cards",77
2752676,48,59,Churned,72,12,35,4,"Slack, Zapier, MS Team, Azure Cards",61
5380971,242,65,Churned,121,101,27,0,,82
7166347,50,56,Paying,50,17,44,0,,35
4393366,15,28,Paying,30,1,23,4,"Google, Jira, Slack, Dropbox",22
1212326,5,47,Paying,7,2,37,4,"Slack, Zapier, MS Team, Azure Cards",95
5500120,128,65,Churned,64,27,34,4,"Google, Jira, Slack, Dropbox",99
5404049,69,6,Paying,138,4,5,3,"MS Team, Azure Cards, Dropbox",9
4336706,163,60,Churned,163,54,37,0,,26
8624791,71,23,Paying,71,21,17,4,"Google, Jira, Slack, Dropbox",16
6106627,17,52,Paying,25,16,38,5,"Jira, Google, Slack, Zapier, Dropbox",95
5184074,59,6,Churned,29,12,1,2,"Jira, Slack",48
3462278,59,50,Churned,59,1,27,0,,43
7621811,182,21,Paying,91,57,19,3,"Dropbox, Slack, Google",31
5950133,131,9,Paying,196,166,5,1,Zapier,5
4149139,99,60,Churned,49,17,25,0,,52
2646523,20,1,Paying,50,43,1,2,"MS Team, Azure Cards",19
3305228,287,19,Paying,717,72,14,5,"Google, Slack, Zapier, Azure Cards, MS Team",83
1521394,95,57,Churned,0,0,33,3,"MS Team, Azure Cards, Dropbox",40
7887361,176,30,Paying,176,12,22,5,"Google, Slack, Zapier, Azure Cards, MS Team",16
3301275,52,13,Paying,130,118,8,1,Dropbox,97
6375018,13,52,Paying,6,1,44,5,"Jira, Google, Slack, Zapier, Dropbox",96
1978956,11,57,Churned,11,2,33,4,"Slack, Zapier, MS Team, Azure Cards",60
8784356,12,0,Churned,0,0,0,0,,37
1547024,10,36,Paying,5,3,28,4,"Google, Jira, Slack, Dropbox",8
8801863,21,22,Paying,10,4,14,4,"Google, Jira, Slack, Dropbox",69
1439672,85,50,Paying,85,48,34,4,"Google, Jira, Slack, Dropbox",78
6528995,25,18,Paying,62,53,10,5,"Google, Slack, Zapier, Azure Cards, MS Team",64
3781214,24,12,Churned,12,10,2,2,"Jira, Zapier",48
4999928,118,5,Paying,236,214,4,1,MS Team,67
2333625,79,27,Churned,0,0,16,5,"Jira, Google, Slack, Zapier, Dropbox",13
3862537,176,57,Paying,88,40,49,0,,96
3057189,5,6,Paying,12,2,2,3,"MS Team, Azure Cards, Dropbox",73
3375810,6,14,Paying,6,4,9,3,"Jira, Slack, Zapier",24
4080292,131,56,Churned,65,57,23,2,"Jira, Slack",98
7974824,66,24,Paying,33,13,20,1,Dropbox,65
1229071,116,72,Churned,174,91,38,0,,33
2801065,164,32,Churned,0,0,13,4,"Slack, Zapier, MS Team, Azure Cards",66
5222858,232,68,Churned,0,0,33,5,"Google, Slack, Zapier, Azure Cards, MS Team",39
2625879,120,4,Churned,120,75,4,4,"Google, Jira, Slack, Dropbox",31
6987851,178,58,Churned,178,130,24,3,"Dropbox, Slack, Google",60
6914492,60,21,Churned,30,9,8,2,"Jira, Zapier",56
6333792,48,19,Paying,48,9,13,2,"MS Team, Azure Cards",29
2690025,43,69,Churned,21,1,33,2,"Jira, Zapier",56
1497128,15,25,Paying,7,0,20,3,"MS Team, Azure Cards, Dropbox",9
6626093,34,3,Paying,51,44,2,5,"Jira, Google, Slack, Zapier, Dropbox",5
4925694,50,52,Churned,25,15,36,5,"Google, Slack, Zapier, Azure Cards, MS Team",12
8650853,85,52,Paying,212,206,44,1,Zapier,4
6608421,17,60,Churned,17,13,31,1,Google,100
8646262,99,2,Churned,148,137,2,3,"MS Team, Azure Cards, Dropbox",31
3316380,61,17,Paying,30,20,11,0,,87
7388942,60,16,Paying,60,13,14,4,"Google, Jira, Slack, Dropbox",60
2413461,215,4,Paying,215,158,2,1,Google,14
5617216,7,1,Churned,10,6,1,3,"MS Team, Azure Cards, Dropbox",69
3117826,9,7,Churned,9,6,0,3,"Dropbox, Slack, Google",68
6708285,24,41,Paying,36,1,32,2,"Jira, Zapier",1
2144197,239,73,Churned,358,29,40,4,"Google, Jira, Slack, Dropbox",38
2064476,146,7,Churned,219,206,4,2,"MS Team, Azure Cards",46
8337474,38,13,Paying,57,30,13,1,Dropbox,92
6041825,151,45,Paying,226,175,37,1,Dropbox,63
4572327,21,21,Paying,21,13,15,2,"Jira, Zapier",84
1416309,193,10,Churned,193,108,0,1,Zapier,22
6398377,331,0,Churned,165,45,0,5,"Jira, Google, Slack, Zapier, Dropbox",21
7232365,71,25,Paying,106,25,21,4,"Slack, Zapier, MS Team, Azure Cards",96
